LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG,SCH_MATHCERT_ALG,NCESSCH,Total_Alg1_enroll_students,Total_Alg1_pass_students
FL,FLORIDA,1200150,BREVARD,00104,PALM BAY MAGNET SENIOR HIGH SCHOOL,120015000104,19,19,120015000104,268,197
FL,FLORIDA,1200150,BREVARD,00109,EAU GALLIE HIGH SCHOOL,120015000109,21,21,120015000109,268,219
FL,FLORIDA,1200150,BREVARD,00118,MERRITT ISLAND HIGH SCHOOL,120015000118,5,5,120015000118,113,96
FL,FLORIDA,1200150,BREVARD,00127,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,120015000127,10,10,120015000127,47,38
FL,FLORIDA,1200150,BREVARD,00131,SATELLITE SENIOR HIGH SCHOOL,120015000131,9,9,120015000131,137,117
FL,FLORIDA,1200150,BREVARD,02052,NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER,120015002052,4,4,120015002052,5,2
FL,FLORIDA,1200150,BREVARD,02055,SOUTH AREA ALTERNATIVE LEARNING CENTER,120015002055,4,4,120015002055,9,3
FL,FLORIDA,1200150,BREVARD,02977,SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,120015002977,19,19,120015002977,189,155
FL,FLORIDA,1200150,BREVARD,03025,MELBOURNE CENTER FOR PERSONAL GROWTH,120015003025,2,2,120015003025,9,0
FL,FLORIDA,1200150,BREVARD,03150,BREVARD GROUP TREATMENT HOME,120015003150,2,2,120015003150,6,1
FL,FLORIDA,1200150,BREVARD,03293,BAYSIDE HIGH SCHOOL,120015003293,14,14,120015003293,238,175
FL,FLORIDA,1200150,BREVARD,03296,WESTSHORE JUNIOR/SENIOR HIGH SCHOOL,120015003296,1,1,120015003296,1,1
FL,FLORIDA,1200150,BREVARD,03540,ODYSSEY CHARTER SCHOOL,120015003540,10,10,120015003540,89,75
FL,FLORIDA,1200150,BREVARD,03678,RIVERDALE COUNTRY DAY SCHOOL,120015003678,10,4,120015003678,19,15
FL,FLORIDA,1200150,BREVARD,04059,FIELDSTON PREPARATORY SCHOOL,120015004059,2,0,120015004059,15,9
FL,FLORIDA,1200150,BREVARD,04244,VIERA HIGH SCHOOL,120015004244,13,13,120015004244,232,208
FL,FLORIDA,1200150,BREVARD,05441,BREVARD VIRTUAL FRANCHISE,120015005441,7,7,120015005441,38,15
FL,FLORIDA,1200150,BREVARD,07530,HERITAGE HIGH SCHOOL,120015007530,16,16,120015007530,286,218
FL,FLORIDA,1200180,BROWARD,00153,SOUTH BROWARD HIGH SCHOOL,120018000153,16,16,120018000153,394,323
FL,FLORIDA,1200180,BROWARD,00157,STRANAHAN HIGH SCHOOL,120018000157,12,10,120018000157,280,236
FL,FLORIDA,1200180,BROWARD,00160,MCARTHUR HIGH SCHOOL,120018000160,22,18,120018000160,517,410
FL,FLORIDA,1200180,BROWARD,00168,BLANCHE ELY HIGH SCHOOL,120018000168,18,13,120018000168,412,351
FL,FLORIDA,1200180,BROWARD,00169,DILLARD  6-12,120018000169,20,17,120018000169,434,353
FL,FLORIDA,1200180,BROWARD,00171,HALLANDALE HIGH SCHOOL,120018000171,14,11,120018000171,268,214
FL,FLORIDA,1200180,BROWARD,00188,SEAGULL SCHOOL,120018000188,6,6,120018000188,65,23
FL,FLORIDA,1200180,BROWARD,00209,BRIGHT HORIZONS,120018000209,4,3,120018000209,16,15
FL,FLORIDA,1200180,BROWARD,00217,FORT LAUDERDALE HIGH SCHOOL,120018000217,13,10,120018000217,254,178
FL,FLORIDA,1200180,BROWARD,00219,WINGATE OAKS CENTER,120018000219,2,2,120018000219,7,6
FL,FLORIDA,1200180,BROWARD,00221,THE QUEST CENTER,120018000221,4,4,120018000221,7,7
FL,FLORIDA,1200180,BROWARD,00225,CORAL SPRINGS HIGH SCHOOL,120018000225,21,20,120018000225,457,367
FL,FLORIDA,1200180,BROWARD,00231,NORTHEAST HIGH SCHOOL,120018000231,15,15,120018000231,317,229
FL,FLORIDA,1200180,BROWARD,00234,NOVA HIGH SCHOOL,120018000234,11,11,120018000234,268,255
FL,FLORIDA,1200180,BROWARD,00239,LAUDERHILL 6-12,120018000239,3,3,120018000239,24,23
FL,FLORIDA,1200180,BROWARD,00241,PLANTATION HIGH SCHOOL,120018000241,19,19,120018000241,374,276
FL,FLORIDA,1200180,BROWARD,00247,HOLLYWOOD HILLS HIGH SCHOOL,120018000247,18,17,120018000247,373,268
FL,FLORIDA,1200180,BROWARD,00249,COCONUT CREEK HIGH SCHOOL,120018000249,10,10,120018000249,49,46
FL,FLORIDA,1200180,BROWARD,00251,DEERFIELD BEACH HIGH SCHOOL,120018000251,26,25,120018000251,502,348
FL,FLORIDA,1200180,BROWARD,00252,BOYD H. ANDERSON HIGH SCHOOL,120018000252,19,16,120018000252,383,331
FL,FLORIDA,1200180,BROWARD,00253,MIRAMAR HIGH SCHOOL,120018000253,22,14,120018000253,435,385
FL,FLORIDA,1200180,BROWARD,00264,PIPER HIGH SCHOOL,120018000264,25,22,120018000264,513,390
FL,FLORIDA,1200180,BROWARD,00265,COOPER CITY HIGH SCHOOL,120018000265,17,13,120018000265,413,381
FL,FLORIDA,1200180,BROWARD,00270,ATLANTIC TECHNICAL COLLEGE,120018000270,2,2,120018000270,21,19
FL,FLORIDA,1200180,BROWARD,00272,SOUTH PLANTATION HIGH SCHOOL,120018000272,18,17,120018000272,355,286
FL,FLORIDA,1200180,BROWARD,02048,SHERIDAN TECHNICAL COLLEGE,120018002048,2,2,120018002048,18,18
FL,FLORIDA,1200180,BROWARD,02117,J. P. TARAVELLA HIGH SCHOOL,120018002117,27,25,120018002117,657,517
FL,FLORIDA,1200180,BROWARD,02120,WESTERN HIGH SCHOOL,120018002120,22,22,120018002120,504,410
FL,FLORIDA,1200180,BROWARD,02486,LANIER-JAMES EDUCATION CENTER,120018002486,4,4,120018002486,14,5
FL,FLORIDA,1200180,BROWARD,02593,CYPRESS RUN ALTERNATIVE/ESE,120018002593,2,2,120018002593,30,8
FL,FLORIDA,1200180,BROWARD,02721,MARJORY STONEMAN DOUGLAS HIGH SCHOOL,120018002721,21,19,120018002721,422,369
FL,FLORIDA,1200180,BROWARD,02801,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,120018002801,4,4,120018002801,31,12
FL,FLORIDA,1200180,BROWARD,03027,WHIDDON RODGERS EDUCATION CENTER,120018003027,14,14,120018003027,143,108
FL,FLORIDA,1200180,BROWARD,03029,CHARLES W FLANAGAN HIGH SCHOOL,120018003029,20,18,120018003029,421,369
FL,FLORIDA,1200180,BROWARD,03301,POMPANO BEACH INSTITUTE OF INTERNATIONAL STUDIES,120018003301,3,3,120018003301,53,48
FL,FLORIDA,1200180,BROWARD,03313,BROWARD CHILDREN'S CENTER NORTH,120018003313,1,1,120018003313,6,0
FL,FLORIDA,1200180,BROWARD,03320,BROWARD DETENTION CENTER,120018003320,5,4,120018003320,52,12
FL,FLORIDA,1200180,BROWARD,03543,DAVE THOMAS EDUCATION CENTER WEST,120018003543,13,13,120018003543,161,64
FL,FLORIDA,1200180,BROWARD,03545,CITY OF CORAL SPRINGS CHARTER,120018003545,6,6,120018003545,135,134
FL,FLORIDA,1200180,BROWARD,03547,PACE CENTER FOR GIRLS INC.,120018003547,4,4,120018003547,11,7
FL,FLORIDA,1200180,BROWARD,03815,CYPRESS BAY HIGH SCHOOL,120018003815,35,35,120018003815,748,649
FL,FLORIDA,1200180,BROWARD,03822,MILLENNIUM 6-12 COLLEGIATE ACADEMY,120018003822,1,1,120018003822,17,16
FL,FLORIDA,1200180,BROWARD,03823,SOMERSET ACADEMY CHARTER HIGH,120018003823,17,17,120018003823,161,153
FL,FLORIDA,1200180,BROWARD,04037,CORAL GLADES HIGH SCHOOL,120018004037,22,22,120018004037,485,375
FL,FLORIDA,1200180,BROWARD,04050,MONARCH HIGH SCHOOL,120018004050,19,7,120018004050,428,354
FL,FLORIDA,1200180,BROWARD,04052,EVERGLADES HIGH SCHOOL,120018004052,14,14,120018004052,305,256
FL,FLORIDA,1200180,BROWARD,04058,BROWARD VIRTUAL FRANCHISE,120018004058,8,8,120018004058,24,14
FL,FLORIDA,1200180,BROWARD,04318,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,120018004318,12,12,120018004318,257,234
FL,FLORIDA,1200180,BROWARD,04463,SOMERSET ARTS CONSERVATORY,120018004463,10,10,120018004463,17,16
FL,FLORIDA,1200180,BROWARD,05464,HENRY D PERRY EDUCATIONAL CENTER,120018005464,70,41,120018005464,114,22
FL,FLORIDA,1200180,BROWARD,07300,INTERNATIONAL SCHOOL OF BROWARD,120018007300,1,1,120018007300,13,9
FL,FLORIDA,1200180,BROWARD,07460,NORTH UNIVERSITY HIGH,120018007460,18,18,120018007460,46,14
FL,FLORIDA,1200180,BROWARD,07462,LAUDERHILL HIGH,120018007462,10,10,120018007462,18,7
FL,FLORIDA,1200180,BROWARD,07490,DOLPHIN PARK HIGH,120018007490,10,10,120018007490,16,7
FL,FLORIDA,1200180,BROWARD,07555,WEST BROWARD HIGH SCHOOL,120018007555,21,15,120018007555,420,372
FL,FLORIDA,1200180,BROWARD,07767,POMPANO YOUTH TREATMENT CENTER,120018007767,4,4,120018007767,6,3
FL,FLORIDA,1200180,BROWARD,07904,ANDREWS HIGH SCHOOL,120018007904,14,14,120018007904,101,5
FL,FLORIDA,1200180,BROWARD,07912,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDAL,120018007912,4,4,120018007912,63,58
FL,FLORIDA,1200180,BROWARD,07917,SUNRISE HIGH SCHOOL,120018007917,19,19,120018007917,134,36
FL,FLORIDA,1200180,BROWARD,07921,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS,120018007921,4,4,120018007921,70,56
FL,FLORIDA,1200180,BROWARD,08087,SUNED HIGH SCHOOL,120018008087,12,12,120018008087,93,15
FL,FLORIDA,1200180,BROWARD,08199,MELROSE HIGH,120018008199,11,11,120018008199,14,7
FL,FLORIDA,1200180,BROWARD,08260,ACADEMIC SOLUTIONS HIGH SCHOOL,120018008260,4,4,120018008260,38,2
FL,FLORIDA,1200180,BROWARD,08268,FLAGLER HIGH,120018008268,10,10,120018008268,23,2
FL,FLORIDA,1200180,BROWARD,08326,BROWARD YOUTH TREATMENT CENTER,120018008326,4,4,120018008326,3,0
FL,FLORIDA,1200180,BROWARD,08361,AVANT GARDE ACADEMY OF BROWARD,120018008361,3,3,120018008361,47,2
FL,FLORIDA,1200180,BROWARD,08386,SUNED HIGH SCHOOL OF NORTH BROWARD,120018008386,17,17,120018008386,93,8
FL,FLORIDA,1200180,BROWARD,08456,FRANKLIN ACADEMY PEMBROKE PINES HIGH SCHOOL,120018008456,10,10,120018008456,249,196
FL,FLORIDA,1200180,BROWARD,08473,ASCEND CAREER ACADEMY,120018008473,4,4,120018008473,34,4
FL,FLORIDA,1200180,BROWARD,08476,BEN GAMLA PREPARATORY CHARTER HIGH SCHOOL,120018008476,4,4,120018008476,69,62
FL,FLORIDA,1200180,BROWARD,08531,CHAMPIONSHIP ACADEMY OF DISTINCTION HIGH SCHOOL,120018008531,2,2,120018008531,27,2
FL,FLORIDA,1200180,BROWARD,08534,ACADEMIC SOLUTIONS ACADEMY A,120018008534,2,2,120018008534,11,2
FL,FLORIDA,1200180,BROWARD,08546,SOMERSET ACADEMY KEY CHARTER HIGH SCHOOL,120018008546,4,4,120018008546,79,76
FL,FLORIDA,1200210,CALHOUN,00290,BLOUNTSTOWN HIGH SCHOOL,120021000290,4,4,120021000290,69,61
FL,FLORIDA,1200210,CALHOUN,00293,ALTHA PUBLIC SCHOOL,120021000293,2,2,120021000293,27,24
FL,FLORIDA,1200210,CALHOUN,08404,CALHOUN VIRTUAL  INSTRUCTION PROGRAM (DISTRICT PROVIDED),120021008404,2,2,120021008404,2,1
FL,FLORIDA,1200240,CHARLOTTE,00296,CHARLOTTE HIGH SCHOOL,120024000296,12,7,120024000296,185,147
FL,FLORIDA,1200240,CHARLOTTE,00298,LEMON BAY HIGH SCHOOL,120024000298,12,11,120024000298,207,174
FL,FLORIDA,1200240,CHARLOTTE,02050,CHARLOTTE HARBOR SCHOOL,120024002050,5,4,120024002050,14,4
FL,FLORIDA,1200240,CHARLOTTE,02122,PORT CHARLOTTE HIGH SCHOOL,120024002122,13,11,120024002122,169,145
FL,FLORIDA,1200240,CHARLOTTE,07659,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,120024007659,2,2,120024007659,39,36
FL,FLORIDA,1200240,CHARLOTTE,07805,CHARLOTTE VIRTUAL FRANCHISE,120024007805,1,1,120024007805,15,9
FL,FLORIDA,1200240,CHARLOTTE,08540,THE ACADEMY,120024008540,11,11,120024008540,32,31
FL,FLORIDA,1200270,CITRUS,00305,CITRUS HIGH SCHOOL,120027000305,10,8,120027000305,42,30
FL,FLORIDA,1200270,CITRUS,00314,CRYSTAL RIVER HIGH SCHOOL,120027000314,8,8,120027000314,75,43
FL,FLORIDA,1200270,CITRUS,02088,CREST SCHOOL,120027002088,6,6,120027002088,13,12
FL,FLORIDA,1200270,CITRUS,02425,LECANTO HIGH SCHOOL,120027002425,8,8,120027002425,109,99
FL,FLORIDA,1200270,CITRUS,03035,CYPRESS CREEK ACADEMY,120027003035,12,12,120027003035,28,10
FL,FLORIDA,1200270,CITRUS,03158,CITRUS COUNTY RENAISSANCE CENTER,120027003158,1,1,120027003158,4,1
FL,FLORIDA,1200270,CITRUS,08495,CITRUS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES,120027008495,9,9,120027008495,12,2
FL,FLORIDA,1200300,CLAY,00323,ORANGE PARK HIGH SCHOOL,120030000323,14,14,120030000323,344,291
FL,FLORIDA,1200300,CLAY,00328,KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH,120030000328,15,15,120030000328,152,132
FL,FLORIDA,1200300,CLAY,00330,CLAY HIGH SCHOOL,120030000330,14,14,120030000330,290,264
FL,FLORIDA,1200300,CLAY,02053,MIDDLEBURG HIGH SCHOOL,120030002053,18,18,120030002053,354,283
FL,FLORIDA,1200300,CLAY,02494,RIDGEVIEW HIGH SCHOOL,120030002494,19,17,120030002494,261,220
FL,FLORIDA,1200300,CLAY,02728,R. C. BANNERMAN LEARNING CENTER,120030002728,6,6,120030002728,28,22
FL,FLORIDA,1200300,CLAY,04062,FLEMING ISLAND HIGH SCHOOL,120030004062,8,8,120030004062,202,195
FL,FLORIDA,1200300,CLAY,07558,OAKLEAF HIGH SCHOOL,120030007558,25,25,120030007558,492,431
FL,FLORIDA,1200300,CLAY,07840,CLAY VIRTUAL FRANCHISE,120030007840,6,6,120030007840,34,18
FL,FLORIDA,1200300,CLAY,08344,PACE CENTER FOR GIRLS CLAY,120030008344,3,3,120030008344,10,1
FL,FLORIDA,1200300,CLAY,08391,FLORIDA CYBER CHARTER ACADEMY AT CLAY,120030008391,2,2,120030008391,12,10
FL,FLORIDA,1200300,CLAY,08486,AMIKIDS CLAY COUNTY,120030008486,2,2,120030008486,4,2
FL,FLORIDA,1200300,CLAY,08633,CATAPULT ACADEMY,120030008633,5,5,120030008633,22,8
FL,FLORIDA,1200330,COLLIER,00336,EVERGLADES CITY SCHOOL,120033000336,1,1,120033000336,3,2
FL,FLORIDA,1200330,COLLIER,00343,NAPLES HIGH SCHOOL,120033000343,9,9,120033000343,182,123
FL,FLORIDA,1200330,COLLIER,00354,LELY HIGH SCHOOL,120033000354,10,9,120033000354,149,104
FL,FLORIDA,1200330,COLLIER,00355,IMMOKALEE HIGH SCHOOL,120033000355,3,3,120033000355,48,18
FL,FLORIDA,1200330,COLLIER,00357,BARRON COLLIER HIGH SCHOOL,120033000357,9,9,120033000357,130,91
FL,FLORIDA,1200330,COLLIER,02804,IMMOKALEE TEEN PARENTING PROG,120033002804,1,1,120033002804,2,2
FL,FLORIDA,1200330,COLLIER,03039,NAPLES AREA TEENAGE PARENTING,120033003039,1,1,120033003039,2,0
FL,FLORIDA,1200330,COLLIER,03160,THE PHOENIX PROGRAM NAPLES,120033003160,5,5,120033003160,16,9
FL,FLORIDA,1200330,COLLIER,03336,GULF COAST HIGH SCHOOL,120033003336,7,7,120033003336,129,102
FL,FLORIDA,1200330,COLLIER,03338,THE PACE PROGRAM,120033003338,3,0,120033003338,23,0
FL,FLORIDA,1200330,COLLIER,03957,THE PHOENIX PROGRAM-IMMOKALEE,120033003957,2,2,120033003957,7,3
FL,FLORIDA,1200330,COLLIER,03958,BEACON HIGH SCHOOL,120033003958,9,9,120033003958,16,12
FL,FLORIDA,1200330,COLLIER,03959,GOLDEN GATE HIGH SCHOOL,120033003959,5,5,120033003959,100,34
FL,FLORIDA,1200330,COLLIER,03960,PALMETTO RIDGE HIGH SCHOOL,120033003960,4,4,120033003960,79,55
FL,FLORIDA,1200330,COLLIER,04488,LORENZO WALKER TECHNICAL HIGH SCHOOL,120033004488,1,1,120033004488,24,23
FL,FLORIDA,1200330,COLLIER,07759,COLLIER VIRTUAL INSTRUCTION PROGRAM,120033007759,3,3,120033007759,4,1
FL,FLORIDA,1200330,COLLIER,07999,MARCO ISLAND ACADEMY,120033007999,2,2,120033007999,29,19
FL,FLORIDA,1200330,COLLIER,08322,MASON CLASSICAL ACADEMY,120033008322,3,3,120033008322,30,27
FL,FLORIDA,1200360,COLUMBIA,00358,COLUMBIA HIGH SCHOOL,120036000358,18,18,120036000358,352,272
FL,FLORIDA,1200360,COLUMBIA,00366,PATHWAYS ACADEMY,120036000366,2,2,120036000366,4,2
FL,FLORIDA,1200360,COLUMBIA,04331,FORT WHITE HIGH SCHOOL,120036004331,9,9,120036004331,108,73
FL,FLORIDA,1200360,COLUMBIA,07865,RESIDENTIAL SERVICES,120036007865,1,0,120036007865,1,0
FL,FLORIDA,1200360,COLUMBIA,08184,BELMONT ACADEMY,120036008184,1,1,120036008184,4,4
FL,FLORIDA,1200390,DADE,00589,AMERICAN SENIOR HIGH SCHOOL,120039000589,19,19,120039000589,383,220
FL,FLORIDA,1200390,DADE,00590,CORAL GABLES SENIOR HIGH SCHOOL,120039000590,24,14,120039000590,383,293
FL,FLORIDA,1200390,DADE,00591,HIALEAH SENIOR HIGH SCHOOL,120039000591,19,19,120039000591,389,303
FL,FLORIDA,1200390,DADE,00592,HIALEAH-MIAMI LAKES SENIOR HIGH,120039000592,20,20,120039000592,348,297
FL,FLORIDA,1200390,DADE,00593,HOMESTEAD SENIOR HIGH SCHOOL,120039000593,24,24,120039000593,405,209
FL,FLORIDA,1200390,DADE,00594,MIAMI BEACH SENIOR HIGH SCHOOL,120039000594,21,21,120039000594,345,195
FL,FLORIDA,1200390,DADE,00595,MIAMI CAROL CITY SENIOR HIGH,120039000595,13,12,120039000595,227,164
FL,FLORIDA,1200390,DADE,00596,MIAMI CENTRAL SENIOR HIGH SCHOOL,120039000596,25,24,120039000596,445,289
FL,FLORIDA,1200390,DADE,00599,MIAMI CORAL PARK SENIOR HIGH,120039000599,24,24,120039000599,471,338
FL,FLORIDA,1200390,DADE,00600,MIAMI EDISON SENIOR HIGH SCHOOL,120039000600,12,11,120039000600,156,101
FL,FLORIDA,1200390,DADE,00601,MIAMI JACKSON SENIOR HIGH SCHOOL,120039000601,13,13,120039000601,353,300
FL,FLORIDA,1200390,DADE,00602,MIAMI KILLIAN SENIOR HIGH SCHOOL,120039000602,17,17,120039000602,364,239
FL,FLORIDA,1200390,DADE,00603,MIAMI NORLAND SENIOR HIGH SCHOOL,120039000603,16,16,120039000603,350,290
FL,FLORIDA,1200390,DADE,00604,MIAMI NORTHWESTERN SENIOR HIGH,120039000604,14,14,120039000604,315,235
FL,FLORIDA,1200390,DADE,00605,MIAMI PALMETTO SENIOR HIGH SCHOOL,120039000605,26,19,120039000605,496,377
FL,FLORIDA,1200390,DADE,00606,MIAMI SENIOR HIGH SCHOOL,120039000606,32,31,120039000606,605,489
FL,FLORIDA,1200390,DADE,00607,MIAMI SPRINGS SENIOR HIGH SCHOOL,120039000607,19,19,120039000607,310,198
FL,FLORIDA,1200390,DADE,00608,MIAMI SUNSET SENIOR HIGH SCHOOL,120039000608,16,16,120039000608,306,235
FL,FLORIDA,1200390,DADE,00609,NORTH MIAMI BEACH SENIOR HIGH,120039000609,16,16,120039000609,289,216
FL,FLORIDA,1200390,DADE,00610,NORTH MIAMI SENIOR HIGH SCHOOL,120039000610,22,22,120039000610,459,343
FL,FLORIDA,1200390,DADE,00611,MIAMI MACARTHUR SOUTH,120039000611,3,2,120039000611,23,10
FL,FLORIDA,1200390,DADE,00612,SOUTH DADE SENIOR HIGH SCHOOL,120039000612,26,26,120039000612,601,452
FL,FLORIDA,1200390,DADE,00613,SOUTH MIAMI SENIOR HIGH SCHOOL,120039000613,25,25,120039000613,421,344
FL,FLORIDA,1200390,DADE,00614,MIAMI SOUTHRIDGE SENIOR HIGH,120039000614,21,18,120039000614,354,238
FL,FLORIDA,1200390,DADE,00615,SOUTHWEST MIAMI SENIOR HIGH,120039000615,23,23,120039000615,482,328
FL,FLORIDA,1200390,DADE,00616,JANN MANN EDUCATIONAL CENTER,120039000616,2,2,120039000616,10,5
FL,FLORIDA,1200390,DADE,00617,COPE CENTER NORTH,120039000617,2,2,120039000617,10,7
FL,FLORIDA,1200390,DADE,01478,WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL,120039001478,10,10,120039001478,208,160
FL,FLORIDA,1200390,DADE,02132,ALTERNATIVE OUTREACH PROGRAM,120039002132,5,5,120039002132,19,0
FL,FLORIDA,1200390,DADE,02135,BRUCIE BALL EDUCATIONAL CENTER,120039002135,24,17,120039002135,35,25
FL,FLORIDA,1200390,DADE,02428,NEVA KING COOPER EDUCATIONAL CENTER,120039002428,5,5,120039002428,14,14
FL,FLORIDA,1200390,DADE,02555,JUVENILE JUSTICE CENTER ALT ED,120039002555,10,10,120039002555,28,14
FL,FLORIDA,1200390,DADE,02735,G. HOLMES BRADDOCK SENIOR HIGH,120039002735,27,27,120039002735,463,375
FL,FLORIDA,1200390,DADE,02736,DESIGN & ARCHITECTURE SENIOR HIGH,120039002736,2,2,120039002736,32,30
FL,FLORIDA,1200390,DADE,02810,NEW WORLD SCHOOL OF THE ARTS,120039002810,2,2,120039002810,44,40
FL,FLORIDA,1200390,DADE,02812,ACADEMY FOR COMMUNITY EDUCATION (ACE),120039002812,3,3,120039002812,4,4
FL,FLORIDA,1200390,DADE,02813,ROBERT RENICK EDUCATION CENTER,120039002813,6,5,120039002813,12,11
FL,FLORIDA,1200390,DADE,02814,RUTH OWENS KRUSE EDUCATION CENTER,120039002814,6,5,120039002814,16,13
FL,FLORIDA,1200390,DADE,02988,BARBARA GOLEMAN SENIOR HIGH,120039002988,28,28,120039002988,390,351
FL,FLORIDA,1200390,DADE,03052,CORAL REEF SENIOR HIGH SCHOOL,120039003052,11,11,120039003052,216,202
FL,FLORIDA,1200390,DADE,03164,DOCTORS CHARTER SCHOOL OF MIAMI SHORES,120039003164,4,4,120039003164,57,55
FL,FLORIDA,1200390,DADE,03345,DR. MICHAEL M. KROP SENIOR HIGH,120039003345,19,18,120039003345,437,296
FL,FLORIDA,1200390,DADE,03562,BOOKER T. WASHINGTON SENIOR HIGH,120039003562,14,13,120039003562,234,143
FL,FLORIDA,1200390,DADE,03563,AMIKIDS MIAMI-DADE SOUTH,120039003563,1,1,120039003563,10,2
FL,FLORIDA,1200390,DADE,03564,AMIKIDS MIAMI-DADE NORTH,120039003564,2,2,120039003564,20,7
FL,FLORIDA,1200390,DADE,03565,DADE JUVENILE RESIDENTIAL FACILITY,120039003565,4,4,120039003565,14,5
FL,FLORIDA,1200390,DADE,03569,MIAMI YOUTH ACADEMY,120039003569,2,2,120039003569,6,3
FL,FLORIDA,1200390,DADE,03699,DORAL ACADEMY CHARTER HIGH SCHOOL,120039003699,14,7,120039003699,245,217
FL,FLORIDA,1200390,DADE,03838,MATER ACADEMY CHARTER HIGH,120039003838,9,9,120039003838,208,154
FL,FLORIDA,1200390,DADE,03973,BRIDGEPREP ACADEMY OF ARTS & MINDS,120039003973,4,4,120039003973,41,27
FL,FLORIDA,1200390,DADE,03975,SOMERSET ACADEMY CHARTER HIGH SCHOOL,120039003975,3,3,120039003975,76,71
FL,FLORIDA,1200390,DADE,03977,INTERNATIONAL STUDIES CHARTER HIGH SCHOOL,120039003977,5,5,120039003977,56,46
FL,FLORIDA,1200390,DADE,04077,JOHN A. FERGUSON SENIOR HIGH,120039004077,28,28,120039004077,674,538
FL,FLORIDA,1200390,DADE,04078,ROBERT MORGAN EDUCATIONAL CENTER,120039004078,14,13,120039004078,311,280
FL,FLORIDA,1200390,DADE,04339,MIAMI LAKES EDUCATIONAL CENTER,120039004339,5,5,120039004339,112,105
FL,FLORIDA,1200390,DADE,04340,FELIX VARELA SENIOR HIGH SCHOOL,120039004340,22,22,120039004340,477,357
FL,FLORIDA,1200390,DADE,04726,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,120039004726,23,23,120039004726,441,330
FL,FLORIDA,1200390,DADE,05493,DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY,120039005493,13,7,120039005493,47,44
FL,FLORIDA,1200390,DADE,05494,MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY,120039005494,9,9,120039005494,33,32
FL,FLORIDA,1200390,DADE,05495,STELLAR LEADERSHIP ACADEMY,120039005495,11,9,120039005495,78,24
FL,FLORIDA,1200390,DADE,05861,WESTLAND HIALEAH SENIOR HIGH SCHOOL,120039005861,13,13,120039005861,319,214
FL,FLORIDA,1200390,DADE,06229,HIALEAH GARDENS SENIOR HIGH SCHOOL,120039006229,17,17,120039006229,439,327
FL,FLORIDA,1200390,DADE,07016,YOUNG WOMENS PREPARATORY ACADEMY,120039007016,1,1,120039007016,1,1
FL,FLORIDA,1200390,DADE,07077,MATER ACADEMY LAKES HIGH SCHOOL,120039007077,12,12,120039007077,216,204
FL,FLORIDA,1200390,DADE,07242,MATER ACADEMY EAST CHARTER HIGH SCHOOL,120039007242,3,3,120039007242,52,42
FL,FLORIDA,1200390,DADE,07278,TURNER/GUILFORD/KNIGHT,120039007278,2,2,120039007278,8,3
FL,FLORIDA,1200390,DADE,07286,RICHMOND PERRINE OPTIMIST,120039007286,1,1,120039007286,9,3
FL,FLORIDA,1200390,DADE,07318,BOYSTOWN,120039007318,2,2,120039007318,8,2
FL,FLORIDA,1200390,DADE,07352,HERE'S HELP,120039007352,2,2,120039007352,4,0
FL,FLORIDA,1200390,DADE,07420,YOUNG MEN'S PREPARATORY ACADEMY,120039007420,3,3,120039007420,34,30
FL,FLORIDA,1200390,DADE,07445,MIAMI BRIDGE NORTH,120039007445,1,1,120039007445,1,0
FL,FLORIDA,1200390,DADE,07447,MIAMI BRIDGE SOUTH,120039007447,1,1,120039007447,1,0
FL,FLORIDA,1200390,DADE,07451,MATER ACADEMY HIGH SCHOOL OF INTERNATIONAL STUDIES,120039007451,1,1,120039007451,25,16
FL,FLORIDA,1200390,DADE,07453,PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,120039007453,4,4,120039007453,100,90
FL,FLORIDA,1200390,DADE,07454,CITY OF HIALEAH EDUCATION ACADEMY,120039007454,5,5,120039007454,83,78
FL,FLORIDA,1200390,DADE,07496,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL,120039007496,3,3,120039007496,71,58
FL,FLORIDA,1200390,DADE,07517,LINCOLN-MARTI CHARTER SCHOOL HIALEAH CAMPUS,120039007517,2,2,120039007517,22,17
FL,FLORIDA,1200390,DADE,07529,KEYS GATE CHARTER HIGH SCHOOL,120039007529,12,12,120039007529,211,156
