LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_APENR_IND,SCH_APCOURSES,SCH_APMATHENR_IND,Total_AP_math_students,Total_students_tookAP,SCH_APENR_IND_new,SCH_APMATHENR_IND_new
GA,GEORGIA,1302220,Forsyth County,03954,Lambert High School,130222003954,130222003954,Yes,33,Yes,552,1548,1,1
GA,GEORGIA,1302220,Forsyth County,03995,Forsyth Virtual Academy,130222003995,130222003995,Yes,13,Yes,4,7,1,1
GA,GEORGIA,1302220,Forsyth County,04009,Gateway Academy,130222004009,130222004009,No,0,-9,0,0,0,0
GA,GEORGIA,1302250,Franklin County,00961,Franklin County High School,130225000961,130225000961,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,00967,Banneker High School,130228000967,130228000967,Yes,11,Yes,23,220,1,1
GA,GEORGIA,1302280,Fulton County,00987,Riverwood International Charter School,130228000987,130228000987,Yes,14,Yes,58,591,1,1
GA,GEORGIA,1302280,Fulton County,01005,Milton High School,130228001005,130228001005,Yes,30,Yes,281,1114,1,1
GA,GEORGIA,1302280,Fulton County,01024,North Springs High School,130228001024,130228001024,Yes,26,Yes,132,532,1,1
GA,GEORGIA,1302280,Fulton County,01031,Westlake High School,130228001031,130228001031,Yes,11,Yes,34,411,1,1
GA,GEORGIA,1302280,Fulton County,01958,Independence High School,130228001958,130228001958,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,02037,McClarin High School,130228002037,130228002037,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,02119,Roswell High School,130228002119,130228002119,Yes,26,Yes,165,767,1,1
GA,GEORGIA,1302280,Fulton County,02120,Creekside High School,130228002120,130228002120,Yes,17,Yes,14,276,1,1
GA,GEORGIA,1302280,Fulton County,02124,Tri-Cities High School,130228002124,130228002124,Yes,15,Yes,63,236,1,1
GA,GEORGIA,1302280,Fulton County,02172,Chattahoochee High School,130228002172,130228002172,Yes,28,Yes,269,825,1,1
GA,GEORGIA,1302280,Fulton County,02181,Centennial High School,130228002181,130228002181,Yes,26,Yes,134,501,1,1
GA,GEORGIA,1302280,Fulton County,02560,Northview High School,130228002560,130228002560,Yes,27,Yes,372,899,1,1
GA,GEORGIA,1302280,Fulton County,03364,Alpharetta High School,130228003364,130228003364,Yes,29,Yes,275,1141,1,1
GA,GEORGIA,1302280,Fulton County,03651,Georgia Baptist Children's Home and Family Ministries,130228003651,130228003651,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,03913,Langston Hughes High School,130228003913,130228003913,Yes,17,Yes,40,291,1,1
GA,GEORGIA,1302280,Fulton County,03935,Johns Creek High School,130228003935,130228003935,Yes,25,Yes,327,1037,1,1
GA,GEORGIA,1302280,Fulton County,04045,Hapeville Charter Career Academy,130228004045,130228004045,Yes,5,Yes,8,22,1,1
GA,GEORGIA,1302280,Fulton County,04099,Cambridge High School,130228004099,130228004099,Yes,27,Yes,199,1016,1,1
GA,GEORGIA,1302280,Fulton County,04225,Skyview High School,130228004225,130228004225,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,04261,Wellspring Living,130228004261,130228004261,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,99996,FCS Peak Academy - Union City,130228099996,130228099996,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,99997,FCS Peak Academy - Roswell,130228099997,130228099997,No,0,-9,0,0,0,0
GA,GEORGIA,1302280,Fulton County,99998,FCS Peak Academy - Hapeville,130228099998,130228099998,No,0,-9,0,0,0,0
GA,GEORGIA,1302310,Gainesville City,01048,Gainesville High School,130231001048,130231001048,Yes,16,Yes,56,264,1,1
GA,GEORGIA,1302340,Gilmer County,01053,Gilmer High School,130234001053,130234001053,No,0,-9,0,0,0,0
GA,GEORGIA,1302340,Gilmer County,04046,Mountain Innovation Program,130234004046,130234004046,No,0,-9,0,0,0,0
GA,GEORGIA,1302370,Glascock County,01055,Glascock County Consolidated School,130237001055,130237001055,Yes,1,Yes,1,1,1,1
GA,GEORGIA,1302400,Glynn County,01065,Glynn Academy,130240001065,130240001065,Yes,25,Yes,90,319,1,1
GA,GEORGIA,1302400,Glynn County,01068,Brunswick High School,130240001068,130240001068,Yes,19,Yes,56,115,1,1
GA,GEORGIA,1302400,Glynn County,03697,Morningstar Treatment Services- Inc. Youth Estate,130240003697,130240003697,No,0,-9,0,0,0,0
GA,GEORGIA,1302400,Glynn County,04086,Jackson Learning Center,130240004086,130240004086,No,0,-9,0,0,0,0
GA,GEORGIA,1302400,Glynn County,99997,Coastal Academy,130240099997,130240099997,No,0,-9,0,0,0,0
GA,GEORGIA,1302430,Gordon County,01959,Gordon Central High School,130243001959,130243001959,Yes,6,No,0,42,1,0
GA,GEORGIA,1302430,Gordon County,03374,Sonoraville High School,130243003374,130243003374,Yes,2,No,0,4,1,0
GA,GEORGIA,1302460,Grady County,01083,Cairo High School,130246001083,130246001083,Yes,8,Yes,4,78,1,1
GA,GEORGIA,1302490,Greene County,02386,Greene County High School,130249002386,130249002386,Yes,5,No,0,36,1,0
GA,GEORGIA,1302490,Greene County,03570,LAKE OCONEE CHARTER,130249003570,130249003570,Yes,18,Yes,7,91,1,1
GA,GEORGIA,1302520,Griffin-Spalding County,01092,Griffin High School,130252001092,130252001092,Yes,4,No,0,47,1,0
GA,GEORGIA,1302520,Griffin-Spalding County,02429,Spalding High School,130252002429,130252002429,Yes,8,Yes,23,88,1,1
GA,GEORGIA,1302520,Griffin-Spalding County,02776,A.Z. Kelsey Achievement Center,130252002776,130252002776,No,0,-9,0,0,0,0
GA,GEORGIA,1302520,Griffin-Spalding County,02978,Mainstay,130252002978,130252002978,No,0,-9,0,0,0,0
GA,GEORGIA,1302520,Griffin-Spalding County,03588,AZ Kelsey Academy,130252003588,130252003588,No,0,-9,0,0,0,0
GA,GEORGIA,1302550,Gwinnett County,00308,Gwinnett InterVention Education (GIVE) Center East,130255000308,130255000308,Yes,3,No,0,0,1,0
GA,GEORGIA,1302550,Gwinnett County,00959,Collins Hill High School,130255000959,130255000959,Yes,26,Yes,173,866,1,1
GA,GEORGIA,1302550,Gwinnett County,01114,Parkview High School,130255001114,130255001114,Yes,26,Yes,303,889,1,1
GA,GEORGIA,1302550,Gwinnett County,01118,Duluth High School,130255001118,130255001118,Yes,24,Yes,142,629,1,1
GA,GEORGIA,1302550,Gwinnett County,01123,North Gwinnett High School,130255001123,130255001123,Yes,31,Yes,336,1400,1,1
GA,GEORGIA,1302550,Gwinnett County,01127,Dacula High School,130255001127,130255001127,Yes,21,Yes,180,620,1,1
GA,GEORGIA,1302550,Gwinnett County,01129,Central Gwinnett High School,130255001129,130255001129,Yes,22,Yes,112,422,1,1
GA,GEORGIA,1302550,Gwinnett County,01132,Norcross High School,130255001132,130255001132,Yes,20,Yes,167,725,1,1
GA,GEORGIA,1302550,Gwinnett County,01135,South Gwinnett High School,130255001135,130255001135,Yes,17,Yes,132,334,1,1
GA,GEORGIA,1302550,Gwinnett County,01905,Berkmar High School,130255001905,130255001905,Yes,28,Yes,170,610,1,1
GA,GEORGIA,1302550,Gwinnett County,01906,Brookwood High School,130255001906,130255001906,Yes,28,Yes,524,1250,1,1
GA,GEORGIA,1302550,Gwinnett County,01937,Shiloh High School,130255001937,130255001937,Yes,17,Yes,29,246,1,1
GA,GEORGIA,1302550,Gwinnett County,01980,Meadowcreek High School,130255001980,130255001980,Yes,22,Yes,171,679,1,1
GA,GEORGIA,1302550,Gwinnett County,02039,Phoenix High School,130255002039,130255002039,Yes,1,No,0,1,1,0
GA,GEORGIA,1302550,Gwinnett County,02387,Grayson High School,130255002387,130255002387,Yes,24,Yes,201,785,1,1
GA,GEORGIA,1302550,Gwinnett County,02646,Northbrook Center,130255002646,130255002646,No,0,-9,0,0,0,0
GA,GEORGIA,1302550,Gwinnett County,02903,Peachtree Ridge High School,130255002903,130255002903,Yes,20,Yes,278,1088,1,1
GA,GEORGIA,1302550,Gwinnett County,03376,Mill Creek High School,130255003376,130255003376,Yes,27,Yes,474,1061,1,1
GA,GEORGIA,1302550,Gwinnett County,03553,Gwinnett School of Mathematics- Science and Technology,130255003553,130255003553,Yes,22,Yes,244,688,1,1
GA,GEORGIA,1302550,Gwinnett County,03627,Oakland Meadow School,130255003627,130255003627,No,0,-9,0,0,0,0
GA,GEORGIA,1302550,Gwinnett County,03690,Gwinnett Intervention Education Center (GIVE) West,130255003690,130255003690,Yes,3,No,0,0,1,0
GA,GEORGIA,1302550,Gwinnett County,03838,Archer High School,130255003838,130255003838,Yes,25,Yes,236,810,1,1
GA,GEORGIA,1302550,Gwinnett County,03916,Mountain View High School,130255003916,130255003916,Yes,24,Yes,193,627,1,1
GA,GEORGIA,1302550,Gwinnett County,03998,Lanier High School,130255003998,130255003998,Yes,21,Yes,74,400,1,1
GA,GEORGIA,1302550,Gwinnett County,04057,Gwinnett Online Campus,130255004057,130255004057,Yes,9,Yes,3,13,1,1
GA,GEORGIA,1302550,Gwinnett County,04212,Discovery High School,130255004212,130255004212,Yes,19,Yes,155,454,1,1
GA,GEORGIA,1302550,Gwinnett County,04257,International Transition Center,130255004257,130255004257,No,0,-9,0,0,0,0
GA,GEORGIA,1302580,Habersham County,01145,Habersham Central High School,130258001145,130258001145,Yes,8,Yes,24,91,1,1
GA,GEORGIA,1302580,Habersham County,03402,9th Grade Academy,130258003402,130258003402,Yes,1,No,0,47,1,0
GA,GEORGIA,1302580,Habersham County,04144,Habersham Success Academy,130258004144,130258004144,No,0,-9,0,0,0,0
GA,GEORGIA,1302610,Hall County,01161,North Hall High School,130261001161,130261001161,Yes,16,Yes,15,217,1,1
GA,GEORGIA,1302610,Hall County,01162,East Hall High School,130261001162,130261001162,Yes,12,Yes,35,185,1,1
GA,GEORGIA,1302610,Hall County,01168,Johnson High School,130261001168,130261001168,Yes,7,Yes,68,125,1,1
GA,GEORGIA,1302610,Hall County,02043,West Hall High School,130261002043,130261002043,Yes,9,Yes,21,126,1,1
GA,GEORGIA,1302610,Hall County,02569,Chestatee High School,130261002569,130261002569,Yes,21,Yes,32,271,1,1
GA,GEORGIA,1302610,Hall County,02571,Flowery Branch High,130261002571,130261002571,Yes,19,Yes,86,410,1,1
GA,GEORGIA,1302610,Hall County,03403,Lanier Career Academy,130261003403,130261003403,No,0,-9,0,0,0,0
GA,GEORGIA,1302640,Hancock County,01178,Hancock Central High School,130264001178,130264001178,No,0,-9,0,0,0,0
GA,GEORGIA,1302670,Haralson County,01183,Haralson County High School,130267001183,130267001183,Yes,4,No,0,37,1,0
GA,GEORGIA,1302700,Harris County School District,02270,Harris County High School,130270002270,130270002270,Yes,4,Yes,44,44,1,1
GA,GEORGIA,1302730,Hart County,01193,Hart County High School,130273001193,130273001193,Yes,5,No,0,45,1,0
GA,GEORGIA,1302790,Heard County,01201,Heard County High School,130279001201,130279001201,No,0,-9,0,0,0,0
GA,GEORGIA,1302820,Henry County,01205,Stockbridge High School,130282001205,130282001205,Yes,11,Yes,23,66,1,1
GA,GEORGIA,1302820,Henry County,01208,Henry County High School,130282001208,130282001208,Yes,4,No,0,107,1,0
GA,GEORGIA,1302820,Henry County,02130,Eagle's Landing High School,130282002130,130282002130,Yes,19,Yes,81,223,1,1
GA,GEORGIA,1302820,Henry County,02391,Union Grove High,130282002391,130282002391,Yes,19,Yes,76,247,1,1
GA,GEORGIA,1302820,Henry County,02916,Luella High School,130282002916,130282002916,Yes,21,Yes,58,269,1,1
GA,GEORGIA,1302820,Henry County,03407,Dutchtown High,130282003407,130282003407,Yes,11,Yes,9,85,1,1
GA,GEORGIA,1302820,Henry County,03414,Ola High School,130282003414,130282003414,Yes,19,Yes,71,332,1,1
GA,GEORGIA,1302820,Henry County,03418,Woodland High School,130282003418,130282003418,Yes,23,Yes,67,222,1,1
GA,GEORGIA,1302820,Henry County,03928,Locust Grove High,130282003928,130282003928,Yes,15,Yes,19,93,1,1
GA,GEORGIA,1302820,Henry County,04172,Hampton High School,130282004172,130282004172,Yes,11,Yes,2,31,1,1
GA,GEORGIA,1302820,Henry County,04214,EXCEL Academy,130282004214,130282004214,Yes,8,Yes,1,0,1,1
GA,GEORGIA,1302880,Houston County,01222,Perry High School,130288001222,130288001222,Yes,15,Yes,81,188,1,1
GA,GEORGIA,1302880,Houston County,01230,Northside High School,130288001230,130288001230,Yes,15,Yes,69,230,1,1
GA,GEORGIA,1302880,Houston County,01240,Warner Robins High School,130288001240,130288001240,Yes,19,Yes,43,208,1,1
GA,GEORGIA,1302880,Houston County,02179,Houston County High School,130288002179,130288002179,Yes,19,Yes,137,347,1,1
GA,GEORGIA,1302880,Houston County,03969,Veterans High School,130288003969,130288003969,Yes,14,Yes,133,337,1,1
GA,GEORGIA,1302880,Houston County,04150,Houston County Crossroads Center,130288004150,130288004150,Yes,3,Yes,1,0,1,1
GA,GEORGIA,1302910,Irwin County,01246,Irwin County High School,130291001246,130291001246,No,0,-9,0,0,0,0
GA,GEORGIA,1302940,Jackson County,02134,Jackson County High School,130294002134,130294002134,Yes,15,Yes,153,267,1,1
GA,GEORGIA,1302940,Jackson County,03421,East Jackson Comprehensive High School,130294003421,130294003421,Yes,11,Yes,58,188,1,1
GA,GEORGIA,1302970,Jasper County,03423,Jasper County High School,130297003423,130297003423,Yes,8,Yes,29,68,1,1
GA,GEORGIA,1303000,Jeff Davis County,01259,Jeff Davis High School,130300001259,130300001259,Yes,6,No,0,32,1,0
GA,GEORGIA,1303030,Jefferson City,01260,Jefferson High School,130303001260,130303001260,Yes,8,Yes,26,115,1,1
GA,GEORGIA,1303060,Jefferson County,01291,Jefferson County High School,130306001291,130306001291,Yes,4,No,0,62,1,0
GA,GEORGIA,1303090,Jenkins County,01270,Jenkins County High School,130309001270,130309001270,Yes,1,No,0,2,1,0
GA,GEORGIA,1303120,Johnson County,00055,Johnson County High School,130312000055,130312000055,No,0,-9,0,0,0,0
GA,GEORGIA,1303150,Jones County,01279,Jones County High School,130315001279,130315001279,Yes,10,Yes,24,59,1,1
GA,GEORGIA,1303150,Jones County,02577,Jones County Pre K,130315002577,130315002577,No,0,-9,0,0,0,0
GA,GEORGIA,1303210,Lamar County,01294,Lamar County High School,130321001294,130321001294,Yes,5,No,0,48,1,0
GA,GEORGIA,1303240,Lanier County Schools,02403,Lanier County High School,130324002403,130324002403,No,0,-9,0,0,0,0
GA,GEORGIA,1303270,Lee County,00057,Lee County High School,130327000057,130327000057,Yes,10,Yes,28,262,1,1
GA,GEORGIA,1303270,Lee County,03761,Lee High School 9th Grade Campus,130327003761,130327003761,Yes,1,No,0,20,1,0
GA,GEORGIA,1303300,Liberty County,01303,Bradwell Institute,130330001303,130330001303,Yes,15,Yes,80,172,1,1
GA,GEORGIA,1303300,Liberty County,02182,Liberty County High School,130330002182,130330002182,Yes,5,Yes,32,54,1,1
GA,GEORGIA,1303300,Liberty County,03759,Horizons Learning Center,130330003759,130330003759,No,0,-9,0,0,0,0
GA,GEORGIA,1303300,Liberty County,03817,PsychoEd Center,130330003817,130330003817,No,0,-9,0,0,0,0
GA,GEORGIA,1303330,Lincoln County Schools,02408,Lincoln County High School,130333002408,130333002408,Yes,1,Yes,6,31,1,1
GA,GEORGIA,1303360,Long County,01371,Long County High School,130336001371,130336001371,No,0,-9,0,0,0,0
GA,GEORGIA,1303390,Lowndes County,01310,Lowndes High School,130339001310,130339001310,Yes,6,No,0,146,1,0
GA,GEORGIA,1303420,Lumpkin County,02505,Lumpkin County High School,130342002505,130342002505,Yes,9,Yes,13,49,1,1
GA,GEORGIA,1303450,Macon County,01322,Macon County High School,130345001322,130345001322,Yes,2,Yes,14,0,1,1
GA,GEORGIA,1303480,Madison County,01333,Madison County High School,130348001333,130348001333,Yes,18,Yes,25,182,1,1
GA,GEORGIA,1303510,Marietta City,01342,Marietta High School,130351001342,130351001342,Yes,16,Yes,125,501,1,1
GA,GEORGIA,1303510,Marietta City,03700,George W. Hartmann Center,130351003700,130351003700,No,0,-9,0,0,0,0
GA,GEORGIA,1303540,Marion County,01346,Marion County Middle/High School,130354001346,130354001346,Yes,7,No,0,117,1,0
GA,GEORGIA,1303570,McDuffie County,02183,Thomson High School,130357002183,130357002183,Yes,10,Yes,20,144,1,1
GA,GEORGIA,1303600,McIntosh County,02413,McIntosh Academy,130360002413,130360002413,No,0,-9,0,0,0,0
GA,GEORGIA,1303630,Meriwether County,01362,Manchester High School,130363001362,130363001362,No,0,-9,0,0,0,0
GA,GEORGIA,1303630,Meriwether County,01364,Greenville High School,130363001364,130363001364,No,0,-9,0,0,0,0
GA,GEORGIA,1303630,Meriwether County,03633,Good Sheperd Therapeutic Center,130363003633,130363003633,No,0,-9,0,0,0,0
GA,GEORGIA,1303660,Miller County,02415,Miller County High,130366002415,130366002415,No,0,-9,0,0,0,0
GA,GEORGIA,1303690,Mitchell County,01912,Mitchell County High School,130369001912,130369001912,No,0,-9,0,0,0,0
GA,GEORGIA,1303690,Mitchell County,02416,Baconton Community Charter School,130369002416,130369002416,No,0,-9,0,0,0,0
GA,GEORGIA,1303720,Monroe County,01373,Mary Persons High School,130372001373,130372001373,Yes,14,Yes,36,157,1,1
GA,GEORGIA,1303750,Montgomery County,02418,Montgomery Co. High,130375002418,130375002418,No,0,-9,0,0,0,0
GA,GEORGIA,1303780,Morgan County,01378,Morgan County High School,130378001378,130378001378,Yes,13,Yes,68,178,1,1
GA,GEORGIA,1303780,Morgan County,02752,Morgan County CrossRoads,130378002752,130378002752,No,0,-9,0,0,0,0
GA,GEORGIA,1303840,Murray County,01381,Murray County High School,130384001381,130384001381,Yes,3,No,0,15,1,0
GA,GEORGIA,1303840,Murray County,03574,Pleasant Valley Innovative School,130384003574,130384003574,No,0,-9,0,0,0,0
GA,GEORGIA,1303840,Murray County,03849,North Murray High School,130384003849,130384003849,Yes,1,No,0,1,1,0
GA,GEORGIA,1303870,Muscogee County,01387,Shaw High School,130387001387,130387001387,Yes,10,Yes,36,273,1,1
GA,GEORGIA,1303870,Muscogee County,01397,Hardaway High School,130387001397,130387001397,Yes,1,No,0,66,1,0
GA,GEORGIA,1303870,Muscogee County,01406,Columbus High School,130387001406,130387001406,Yes,26,Yes,161,910,1,1
GA,GEORGIA,1303870,Muscogee County,01418,Spencer High School,130387001418,130387001418,Yes,10,Yes,44,69,1,1
GA,GEORGIA,1303870,Muscogee County,01421,Kendrick High School,130387001421,130387001421,Yes,3,No,0,12,1,0
GA,GEORGIA,1303870,Muscogee County,01430,Jordan Vocational High School,130387001430,130387001430,Yes,4,No,0,61,1,0
GA,GEORGIA,1303870,Muscogee County,01439,Carver High School,130387001439,130387001439,Yes,9,Yes,24,85,1,1
GA,GEORGIA,1303870,Muscogee County,02583,Northside High School,130387002583,130387002583,Yes,18,Yes,79,434,1,1
GA,GEORGIA,1303870,Muscogee County,03636,Early College Academy of Columbus at Waverly Terrace,130387003636,130387003636,Yes,3,Yes,4,3,1,1
GA,GEORGIA,1303870,Muscogee County,04132,A.I.M. Program,130387004132,130387004132,No,0,-9,0,0,0,0
GA,GEORGIA,1303870,Muscogee County,04270,Rainey McCullers School of the Arts,130387004270,130387004270,Yes,1,No,0,0,1,0
GA,GEORGIA,1303930,Newton County,01023,Eastside High School,130393001023,130393001023,Yes,22,Yes,147,258,1,1
GA,GEORGIA,1303930,Newton County,01454,Newton High School,130393001454,130393001454,Yes,21,Yes,118,140,1,1
GA,GEORGIA,1303930,Newton County,03436,Alcovy High School,130393003436,130393003436,Yes,19,Yes,80,159,1,1
GA,GEORGIA,1303930,Newton County,04070,Crossroads Psychodeucational Program,130393004070,130393004070,No,0,-9,0,0,0,0
GA,GEORGIA,1303930,Newton County,04096,Newton College and Career Academy,130393004096,130393004096,Yes,15,Yes,163,163,1,1
GA,GEORGIA,1303930,Newton County,99999,Rise Academy,130393099999,130393099999,Yes,2,No,0,0,1,0
GA,GEORGIA,1303960,Oconee County,00148,Oconee County High School,130396000148,130396000148,Yes,14,Yes,40,416,1,1
GA,GEORGIA,1303960,Oconee County,02761,OCS Alternative Education Program,130396002761,130396002761,No,0,-9,0,0,0,0
GA,GEORGIA,1303960,Oconee County,03437,North Oconee High School,130396003437,130396003437,Yes,28,Yes,134,549,1,1
GA,GEORGIA,1303990,Oglethorpe County,01468,Oglethorpe County High School,130399001468,130399001468,Yes,6,Yes,19,41,1,1
GA,GEORGIA,1303990,Oglethorpe County,02762,Ombudsman Program,130399002762,130399002762,No,0,-9,0,0,0,0
GA,GEORGIA,1304020,Paulding County,01471,Paulding County High School,130402001471,130402001471,Yes,15,Yes,36,167,1,1
GA,GEORGIA,1304020,Paulding County,02188,East Paulding High School,130402002188,130402002188,Yes,7,Yes,66,83,1,1
GA,GEORGIA,1304020,Paulding County,02338,Hiram High School,130402002338,130402002338,Yes,11,Yes,10,71,1,1
GA,GEORGIA,1304020,Paulding County,03438,South Paulding High School,130402003438,130402003438,Yes,10,Yes,13,51,1,1
GA,GEORGIA,1304020,Paulding County,03625,North Paulding High School,130402003625,130402003625,Yes,14,Yes,56,198,1,1
GA,GEORGIA,1304050,Peach County,01483,Peach County High School,130405001483,130405001483,Yes,4,Yes,17,28,1,1
GA,GEORGIA,1304050,Peach County,04010,Trojan Academy (Alternative School),130405004010,130405004010,No,0,-9,0,0,0,0
GA,GEORGIA,1304080,Pelham City,02461,Pelham High School,130408002461,130408002461,Yes,5,No,0,6,1,0
GA,GEORGIA,1304080,Pelham City,04119,Pelham City Alternative Program,130408004119,130408004119,No,0,-9,0,0,0,0
GA,GEORGIA,1304110,Pickens County Schools,02276,Pickens County High School,130411002276,130411002276,Yes,13,Yes,50,139,1,1
GA,GEORGIA,1304140,Pierce County,01915,Pierce County High School,130414001915,130414001915,No,0,-9,0,0,0,0
GA,GEORGIA,1304170,Pike County,00546,Pike County High School,130417000546,130417000546,Yes,10,Yes,25,174,1,1
GA,GEORGIA,1304170,Pike County,04235,Zebulon High School,130417004235,130417004235,No,0,-9,0,0,0,0
GA,GEORGIA,1304200,Polk County,01509,Rockmart High School,130420001509,130420001509,Yes,6,Yes,19,129,1,1
GA,GEORGIA,1304200,Polk County,01510,Cedartown High School,130420001510,130420001510,Yes,5,Yes,11,105,1,1
GA,GEORGIA,1304200,Polk County,03614,Harpst Academy,130420003614,130420003614,No,0,-9,0,0,0,0
GA,GEORGIA,1304220,Pulaski County,01514,Hawkinsville High School,130422001514,130422001514,No,0,-9,0,0,0,0
GA,GEORGIA,1304220,Pulaski County,02766,Alternative Learning Center,130422002766,130422002766,No,0,-9,0,0,0,0
GA,GEORGIA,1304260,Putnam County,03882,Putnam County High School,130426003882,130426003882,Yes,3,No,0,4,1,0
GA,GEORGIA,1304290,Quitman County,03850,Quitman County High School,130429003850,130429003850,No,0,-9,0,0,0,0
GA,GEORGIA,1304320,Rabun County,01520,Rabun County High School,130432001520,130432001520,Yes,10,Yes,18,94,1,1
GA,GEORGIA,1304350,Randolph County,02427,Randolph Clay High School,130435002427,130435002427,Yes,1,Yes,13,0,1,1
GA,GEORGIA,1304380,Richmond County,01528,Academy of Richmond County High School,130438001528,130438001528,Yes,10,Yes,42,176,1,1
GA,GEORGIA,1304380,Richmond County,01533,Josey High School,130438001533,130438001533,Yes,5,No,0,0,1,0
GA,GEORGIA,1304380,Richmond County,01534,Johnson Magnet,130438001534,130438001534,Yes,22,Yes,34,140,1,1
GA,GEORGIA,1304380,Richmond County,01536,Glenn Hills High School,130438001536,130438001536,Yes,3,No,0,0,1,0
GA,GEORGIA,1304380,Richmond County,01542,Westside High School,130438001542,130438001542,Yes,23,Yes,29,129,1,1
GA,GEORGIA,1304380,Richmond County,01549,Hephzibah High School,130438001549,130438001549,Yes,5,Yes,14,35,1,1
GA,GEORGIA,1304380,Richmond County,01562,Butler High School,130438001562,130438001562,Yes,8,Yes,11,49,1,1
GA,GEORGIA,1304380,Richmond County,01567,Davidson Magnet School,130438001567,130438001567,Yes,26,Yes,81,212,1,1
GA,GEORGIA,1304380,Richmond County,01573,Laney High School,130438001573,130438001573,Yes,7,Yes,5,57,1,1
GA,GEORGIA,1304380,Richmond County,02339,Cross Creek High School,130438002339,130438002339,Yes,14,Yes,23,86,1,1
GA,GEORGIA,1304380,Richmond County,03486,Lighthouse Care Center of Augusta,130438003486,130438003486,No,0,-9,0,0,0,0
GA,GEORGIA,1304380,Richmond County,04069,Richmond County Technical Career Magnet School,130438004069,130438004069,Yes,1,No,0,40,1,0
GA,GEORGIA,1304380,Richmond County,04211,Alternative Education Center at Lamar,130438004211,130438004211,No,0,-9,0,0,0,0
GA,GEORGIA,1304380,Richmond County,04221,Performance Learning Center,130438004221,130438004221,No,0,-9,0,0,0,0
GA,GEORGIA,1304380,Richmond County,99999,Reaching Potential Through Manufacturing,130438099999,130438099999,No,0,-9,0,0,0,0
GA,GEORGIA,1304410,Rockdale County,01583,Rockdale County High School,130441001583,130441001583,Yes,23,Yes,53,314,1,1
GA,GEORGIA,1304410,Rockdale County,01591,Heritage High School,130441001591,130441001591,Yes,19,Yes,81,81,1,1
GA,GEORGIA,1304410,Rockdale County,02193,Salem High School,130441002193,130441002193,Yes,13,Yes,3,24,1,1
GA,GEORGIA,1304410,Rockdale County,03778,Rockdale Career Academy,130441003778,130441003778,Yes,18,No,0,72,1,0
GA,GEORGIA,1304410,Rockdale County,04300,Alpha Academy,130441004300,130441004300,No,0,-9,0,0,0,0
GA,GEORGIA,1304410,Rockdale County,04301,Rockdale Open Campus School,130441004301,130441004301,No,0,-9,0,0,0,0
GA,GEORGIA,1304440,Rome City,00028,Rome High School,130444000028,130444000028,Yes,18,Yes,39,359,1,1
GA,GEORGIA,1304440,Rome City,02807,Rome City Transitional Academy,130444002807,130444002807,No,0,-9,0,0,0,0
GA,GEORGIA,1304470,Schley County,02428,Schley Middle High School,130447002428,130447002428,Yes,8,No,0,27,1,0
GA,GEORGIA,1304500,Screven County,01611,Screven County High School,130450001611,130450001611,Yes,5,Yes,14,56,1,1
GA,GEORGIA,1304530,Seminole County,01391,Seminole County Middle/High School,130453001391,130453001391,Yes,6,Yes,15,75,1,1
GA,GEORGIA,1304540,Social Circle City,01617,Social Circle High School,130454001617,130454001617,Yes,5,No,0,95,1,0
GA,GEORGIA,1304560,Stephens County,01619,Stephens County High School,130456001619,130456001619,Yes,9,No,0,106,1,0
GA,GEORGIA,1304590,Stewart County,02432,Stewart County High School,130459002432,130459002432,No,0,-9,0,0,0,0
GA,GEORGIA,1304620,Sumter County,00001,Americus Sumter High School (Old Americus-Sumter HS S),130462000001,130462000001,Yes,2,No,0,1,1,0
GA,GEORGIA,1304620,Sumter County,01629,Americus Sumter 9th Grade Academy,130462001629,130462001629,No,0,-9,0,0,0,0
GA,GEORGIA,1304620,Sumter County,04105,Sumter County Ombudsman Learning Center,130462004105,130462004105,No,0,-9,0,0,0,0
GA,GEORGIA,1304620,Sumter County,04197,Furlow Charter School,130462004197,130462004197,No,0,-9,0,0,0,0
GA,GEORGIA,1304650,Talbot County,01637,Central Elementary/High School,130465001637,130465001637,No,0,-9,0,0,0,0
GA,GEORGIA,1304680,Taliaferro County,02514,Taliaferro County School,130468002514,130468002514,No,0,-9,0,0,0,0
GA,GEORGIA,1304770,Tattnall County,00780,Tattnall County High School,130477000780,130477000780,Yes,3,No,0,103,1,0
GA,GEORGIA,1304800,Taylor County,02440,Taylor County High School,130480002440,130480002440,Yes,1,No,0,0,1,0
GA,GEORGIA,1304800,Taylor County,03673,Georgia Center,130480003673,130480003673,No,0,-9,0,0,0,0
GA,GEORGIA,1304830,Telfair County,02442,Telfair County High School,130483002442,130483002442,Yes,2,Yes,41,51,1,1
