LEA_STATE_x,LEA_STATE_NAME_x,LEAID_x,LEA_NAME_x,SCHID_x,SCH_NAME_x,COMBOKEY_x,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,NCESSCH,LEVEL,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP
IL,ILLINOIS,1710340,Clay City CUSD 10,01252,Clay City High School,171034001252,0,0,0,0,171034001252,High,55.0,6.5,6.5,0.0,5.25,283193.96,5.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1710410,Central CUSD 4,01256,Central High School,171041001256,0,0,0,0,171041001256,High,358.0,24.0,24.0,0.0,24.0,1159056.88,7.0,0.0,-18.0,1.0,5.0,1.0,51.0,50.0
IL,ILLINOIS,1710440,Clinton CUSD 15,01260,Clinton High School,171044001260,0,0,0,0,171044001260,High,582.0,39.5,39.5,0.0,39.5,2141189.0,138.0,0.0,-18.0,1.0,2.0,1.0,11.0,13.0
IL,ILLINOIS,1710530,Coal City CUSD 1,01271,Coal City High School,171053001271,0,0,0,0,171053001271,High,682.0,40.3,40.3,0.0,34.3,2391967.0,177.0,0.0,-18.0,1.0,5.0,1.0,51.0,51.0
IL,ILLINOIS,1710570,Cobden SUD 17,01274,Cobden High School,171057001274,0,0,0,0,171057001274,High,180.0,13.5,13.5,0.0,13.0,386617.0,44.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1710650,Collinsville CUSD 10,01278,Collinsville High School,171065001278,0,0,0,0,171065001278,High,1885.0,116.0,116.0,0.0,97.0,6277482.23,485.0,0.0,-18.0,1.0,11.0,1.0,177.0,65.0
IL,ILLINOIS,1710740,Columbia CUSD 4,01295,Columbia High School,171074001295,0,0,0,0,171074001295,High,675.0,39.0,39.0,0.0,39.0,2397932.37,242.0,0.0,-18.0,1.0,13.0,1.0,89.0,0.0
IL,ILLINOIS,1710790,Hamilton Co CUSD 10,04391,Hamilton County Jr/Sr High School,171079004391,0,0,0,0,171079004391,High,587.0,33.0,33.0,0.0,29.0,1358007.82,124.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1710800,Oakwood CUSD 76,01317,Oakwood High School,171080001317,0,0,0,0,171080001317,High,303.0,22.0,22.0,0.0,19.0,773386.0,65.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0
IL,ILLINOIS,1710820,Westville CUSD 2,01320,Westville High School,171082001320,0,0,0,0,171082001320,High,379.0,21.0,21.0,0.0,21.0,894752.0,90.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1710830,Triopia CUSD 27,01324,Triopia Jr-Sr High School,171083001324,0,0,0,0,171083001324,High,168.0,17.0,17.0,0.0,17.0,640123.29,30.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1710980,Coulterville USD 1,01330,Coulterville High School,171098001330,0,0,0,0,171098001330,High,61.0,7.0,7.0,0.0,7.0,333330.0,18.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1711100,Crab Orchard CUSD 3,01338,Crab Orchard High School,171110001338,0,0,0,0,171110001338,High,146.0,11.0,11.0,0.0,11.0,884521.35,33.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1711250,Crete Monee CUSD 201U,01344,Crete-Monee High School,171125001344,0,0,0,0,171125001344,High,1640.0,75.5,75.5,0.0,75.5,4163578.56,504.0,0.0,-18.0,1.0,13.0,1.0,556.0,212.0
IL,ILLINOIS,1711250,Crete Monee CUSD 201U,05861,Monee Education Center,171125005861,0,0,0,0,171125005861,High,27.0,7.0,7.0,0.0,7.0,387848.91,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1711370,CHSD 155,01366,Cary-Grove Community High School,171137001366,0,0,0,0,171137001366,High,1707.0,105.85,105.85,0.0,88.18,9601552.74,589.0,0.0,-18.0,1.0,27.0,1.0,488.0,483.0
IL,ILLINOIS,1711370,CHSD 155,01367,Crystal Lake Central High School,171137001367,0,0,0,0,171137001367,High,1511.0,93.1,93.1,0.0,82.76,8480489.92,468.0,0.0,-18.0,1.0,25.0,1.0,528.0,442.0
IL,ILLINOIS,1711370,CHSD 155,01368,Crystal Lake South High School,171137001368,0,0,0,0,171137001368,High,1464.0,87.82,87.82,0.0,76.32,7963020.86,498.0,0.0,-18.0,1.0,27.0,1.0,478.0,459.0
IL,ILLINOIS,1711370,CHSD 155,02154,Prairie Ridge High School,171137002154,0,0,0,0,171137002154,High,1437.0,84.79,84.79,0.0,72.79,7787444.1,463.0,0.0,-18.0,1.0,25.0,1.0,456.0,444.0
IL,ILLINOIS,1711400,CUSD 3 Fulton County,01370,Cuba Sr High School,171140001370,0,0,0,0,171140001370,High,152.0,14.5,14.5,0.0,14.5,634124.87,33.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1711610,Dakota CUSD 201,01374,Dakota Jr Sr High School,171161001374,0,0,0,0,171161001374,High,377.0,28.57,28.57,0.0,26.57,1548544.0,65.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0
IL,ILLINOIS,1711790,Danville CCSD 118,01382,Danville High School,171179001382,0,0,0,0,171179001382,High,1445.0,101.0,96.0,5.0,100.0,3482994.49,345.0,0.0,-18.0,1.0,21.0,1.0,155.0,214.0
IL,ILLINOIS,1711880,Deer Creek-Mackinaw CUSD 701,01434,Dee-Mack High School,171188001434,0,0,0,0,171188001434,High,346.0,26.13,26.13,0.0,21.13,936591.3,94.0,0.0,-18.0,1.0,2.0,1.0,34.0,38.0
IL,ILLINOIS,1712000,DeKalb CUSD 428,01449,DeKalb High School,171200001449,0,0,0,0,171200001449,High,1824.0,106.58,106.58,0.0,91.81,5976018.03,428.0,0.0,-18.0,1.0,15.0,1.0,291.0,133.0
IL,ILLINOIS,1712030,Deland-Weldon CUSD 57,01457,Deland-Weldon High School,171203001457,0,0,0,0,171203001457,High,54.0,7.0,7.0,0.0,7.0,378529.0,15.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0
IL,ILLINOIS,1712060,Delavan CUSD 703,01458,Delavan High School,171206001458,0,0,0,0,171206001458,High,137.0,14.0,14.0,0.0,14.0,460518.0,38.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1712090,DePue USD 103,01459,DePue High School,171209001459,0,0,0,0,171209001459,High,122.0,10.0,10.0,0.0,10.0,452940.02,33.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1712240,Dieterich CUSD 30,01477,Dieterich Jr/Sr High School,171224001477,0,0,0,0,171224001477,High,192.0,14.5,14.5,0.0,14.5,738546.0,31.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1712330,Dixon USD 170,01481,Dixon High School,171233001481,0,0,0,0,171233001481,High,770.0,43.0,43.0,0.0,43.0,2841718.36,179.0,0.0,-18.0,1.0,7.0,1.0,77.0,76.0
IL,ILLINOIS,1712480,Dongola USD 66,01502,Dongola High School,171248001502,0,0,0,0,171248001502,High,75.0,7.0,7.0,0.0,7.0,182775.38,15.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1712510,Donovan CUSD 3,01504,Donovan Sr High School,171251001504,0,0,0,0,171251001504,High,97.0,8.95,8.95,0.0,8.95,467818.0,21.0,0.0,-18.0,1.0,3.0,1.0,3.0,5.0
IL,ILLINOIS,1712570,CHSD 99,01518,Comm H S Dist 99 - North High,171257001518,0,0,0,0,171257001518,High,2218.0,143.1,143.1,0.0,143.1,12984168.0,722.0,0.0,-18.0,1.0,21.0,1.0,605.0,428.0
IL,ILLINOIS,1712570,CHSD 99,01519,Comm H S Dist 99 - South High,171257001519,0,0,0,0,171257001519,High,2745.0,171.8,171.8,0.0,171.8,15869540.0,747.0,0.0,-18.0,1.0,19.0,1.0,513.0,390.0
IL,ILLINOIS,1712700,Dunlap CUSD 323,01522,Dunlap High School,171270001522,0,0,0,0,171270001522,High,1303.0,78.0,78.0,0.0,78.0,3877392.0,323.0,0.0,-18.0,1.0,35.0,1.0,264.0,265.0
IL,ILLINOIS,1712720,Dupo CUSD 196,01527,Dupo High School,171272001527,0,0,0,0,171272001527,High,278.0,25.0,25.0,0.0,25.0,1301244.0,77.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1712760,Du Quoin CUSD 300,01530,Du Quoin High School,171276001530,0,0,0,0,171276001530,High,518.0,31.56,31.56,0.0,29.0,1496239.0,90.0,0.0,-18.0,1.0,1.0,0.0,-18.0,11.0
IL,ILLINOIS,1712870,Dwight Twp HSD 230,01538,Dwight High School,171287001538,0,0,0,0,171287001538,High,222.0,23.0,23.0,0.0,23.0,1225647.0,51.0,0.0,-18.0,1.0,4.0,1.0,26.0,21.0
IL,ILLINOIS,1712930,Earlville CUSD 9,01541,Earlville Jr/Sr High School,171293001541,0,0,0,0,171293001541,High,136.0,39.0,39.0,0.0,25.75,969708.0,33.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1712990,East Alton-Wood River CHSD 14,01547,East Alton-Wood River High Sch,171299001547,0,0,0,0,171299001547,High,577.0,33.0,33.0,0.0,23.2,1393352.0,130.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713050,East Dubuque USD 119,01550,East Dubuque High School,171305001550,0,0,0,0,171305001550,High,221.0,18.0,18.0,0.0,18.0,754038.98,73.0,0.0,-18.0,1.0,2.0,0.0,-18.0,0.0
IL,ILLINOIS,1713230,East Peoria CHSD 309,01567,East Peoria High School,171323001567,0,0,0,0,171323001567,High,987.0,68.0,68.0,0.0,52.45,2796650.07,243.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713290,Richland County CUSD 1,01583,Richland County High School,171329001583,0,0,0,0,171329001583,High,738.0,44.0,44.0,0.0,33.0,1673195.0,192.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713320,East St Louis SD 189,03770,SIU Charter Sch of East St Louis,171332003770,0,0,1,0,171332003770,High,106.0,8.26,8.26,0.0,8.26,431687.0,24.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713320,East St Louis SD 189,04975,East St Louis Senior High School,171332004975,0,0,0,0,171332004975,High,1244.0,71.0,71.0,0.0,54.0,3382565.0,392.0,0.0,-18.0,1.0,11.0,1.0,212.0,130.0
IL,ILLINOIS,1713320,East St Louis SD 189,06013,Wyvetter Younge Alternative Center For Education,171332006013,0,0,0,1,171332006013,High,121.0,13.0,11.0,2.0,11.0,666568.0,21.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713370,Edgar County CUD 6,01630,Chrisman High School,171337001630,0,0,0,0,171337001630,High,96.0,10.33,10.33,0.0,10.33,314193.76,27.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713500,Edwards County CUSD 1,01636,Edwards County High School,171350001636,0,0,0,0,171350001636,High,301.0,23.0,23.0,0.0,17.5,869133.0,110.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713530,Edwardsville CUSD 7,01639,Edwardsville High School,171353001639,0,0,0,0,171353001639,High,2364.0,123.0,123.0,0.0,104.0,5420159.0,836.0,0.0,-18.0,1.0,15.0,1.0,109.0,147.0
IL,ILLINOIS,1713530,Edwardsville CUSD 7,05311,District 7 Alternative School,171353005311,0,0,0,1,171353005311,High,63.0,7.0,7.0,0.0,3.0,155505.0,23.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713560,Effingham CUSD 40,01648,Effingham High School,171356001648,0,0,0,0,171356001648,High,786.0,46.0,46.0,0.0,46.0,2288114.69,146.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713590,Egyptian CUSD 5,01657,Egyptian Sr High School,171359001657,0,0,0,0,171359001657,High,103.0,10.5,10.5,0.0,10.5,484800.0,25.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713660,Eldorado CUSD 4,01662,Eldorado High School,171366001662,0,0,0,0,171366001662,High,348.0,25.5,25.5,0.0,24.5,1203578.45,74.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713710,SD U-46,01674,Elgin High School,171371001674,0,1,0,0,171371001674,High,2574.0,144.8,138.0,6.8,124.6,7916925.3,639.0,0.0,-18.0,1.0,18.0,1.0,555.0,479.0
IL,ILLINOIS,1713710,SD U-46,01690,Larkin High School,171371001690,0,1,0,0,171371001690,High,2067.0,129.2,124.0,5.2,109.6,7180345.18,553.0,0.0,-18.0,1.0,14.0,1.0,405.0,165.0
IL,ILLINOIS,1713710,SD U-46,01703,Streamwood High School,171371001703,0,1,0,0,171371001703,High,1949.0,120.6,118.0,2.6,97.6,6474579.14,559.0,0.0,-18.0,1.0,18.0,1.0,447.0,285.0
IL,ILLINOIS,1713710,SD U-46,02108,Bartlett High School,171371002108,0,1,0,0,171371002108,High,2420.0,131.4,126.9,4.5,114.4,7593327.61,814.0,0.0,-18.0,1.0,16.0,1.0,466.0,385.0
IL,ILLINOIS,1713710,SD U-46,05611,South Elgin High School,171371005611,0,1,0,0,171371005611,High,2668.0,143.2,137.0,6.2,124.0,8052740.81,904.0,0.0,-18.0,1.0,17.0,1.0,679.0,597.0
IL,ILLINOIS,1713860,Elverado CUSD 196,01732,Elverado High School,171386001732,0,0,0,0,171386001732,High,117.0,11.83,11.83,0.0,11.83,453046.63,35.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1713920,Tri Valley CUSD 3,01736,Tri-Valley High School,171392001736,0,0,0,0,171392001736,High,349.0,25.6,25.6,0.0,83.0,5510766.0,109.0,0.0,-18.0,1.0,6.0,1.0,65.0,96.0
IL,ILLINOIS,1713940,DuPage HSD 88,01737,Addison Trail High School,171394001737,0,0,0,0,171394001737,High,1944.0,121.5,121.5,0.0,115.5,11000741.67,440.0,0.0,-18.0,1.0,19.0,1.0,698.0,477.0
IL,ILLINOIS,1713940,DuPage HSD 88,01738,Willowbrook High School,171394001738,0,0,0,0,171394001738,High,1937.0,116.5,116.5,0.0,114.5,11030798.74,475.0,0.0,-18.0,1.0,22.0,1.0,543.0,401.0
IL,ILLINOIS,1713970,Elmhurst SD 205,01755,York Comm High School,171397001755,0,0,0,0,171397001755,High,2792.0,191.0,191.0,0.0,143.5,11096336.02,848.0,0.0,-18.0,1.0,23.0,1.0,989.0,921.0
IL,ILLINOIS,1714100,Elmwood Park CUSD 401,01761,Elmwood Park High School,171410001761,0,0,0,0,171410001761,High,963.0,57.55,57.55,0.0,57.55,4352812.32,249.0,0.0,-18.0,1.0,10.0,1.0,164.0,241.0
IL,ILLINOIS,1714350,Erie CUSD 1,01773,Erie High School,171435001773,0,0,0,0,171435001773,High,200.0,24.0,24.0,0.0,24.0,1959999.0,22.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1714430,Eureka CUD 140,01781,Eureka High School,171443001781,0,0,0,0,171443001781,High,516.0,30.3,30.3,0.0,30.3,2037780.91,138.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1714490,Evanston Twp HSD 202,01804,Evanston Twp High School,171449001804,0,0,0,0,171449001804,High,3519.0,264.6,264.6,0.0,264.6,28434479.02,792.0,0.0,-18.0,1.0,24.0,1.0,849.0,927.0
IL,ILLINOIS,1714580,Evergreen Park CHSD 231,01810,Evergreen Park High School,171458001810,0,0,0,0,171458001810,High,802.0,72.0,72.0,0.0,66.0,6031502.0,262.0,0.0,-18.0,1.0,8.0,1.0,110.0,108.0
IL,ILLINOIS,1715030,Fenton CHSD 100,01832,Fenton High School,171503001832,0,0,0,0,171503001832,High,1460.0,97.0,102.0,0.0,84.6,7580014.88,469.0,0.0,-18.0,1.0,18.0,1.0,423.0,197.0
IL,ILLINOIS,1715100,Fieldcrest CUSD 6,00013,Fieldcrest High School,171510000013,0,0,0,0,171510000013,High,352.0,28.5,28.5,0.0,23.5,1446043.67,85.0,0.0,-18.0,1.0,4.0,1.0,20.0,14.0
IL,ILLINOIS,1715180,Fisher CUSD 1,01837,Fisher Jr/Sr High School,171518001837,0,0,0,0,171518001837,High,291.0,23.2,23.2,0.0,21.85,1230438.0,46.0,0.0,-18.0,1.0,1.0,0.0,-18.0,8.0
IL,ILLINOIS,1715490,Forrestville Valley CUSD 221,01868,Forreston Jr/Sr High Sch,171549001868,0,0,0,0,171549001868,High,440.0,25.48,25.48,0.0,25.48,1576070.97,58.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1715750,Franklin CUSD 1,01885,Franklin Jr/Sr High School,171575001885,0,0,0,0,171575001885,High,150.0,18.0,18.0,0.0,14.0,714480.46,14.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1715840,Freeburg CHSD 77,01892,Freeburg Community High Sch,171584001892,0,0,0,0,171584001892,High,656.0,42.0,42.0,0.0,42.0,2993166.0,261.0,0.0,-18.0,1.0,6.0,1.0,95.0,77.0
IL,ILLINOIS,1715880,Serena CUSD 2,01894,Serena High School,171588001894,0,0,0,0,171588001894,High,233.0,21.0,21.0,0.0,21.0,1487654.34,54.0,0.0,-18.0,1.0,1.0,1.0,9.0,9.0
IL,ILLINOIS,1715900,Freeport SD 145,01902,Freeport High School,171590001902,0,0,0,0,171590001902,High,1182.0,89.4,86.9,2.5,69.05,4031541.58,296.0,0.0,-18.0,1.0,8.0,1.0,152.0,48.0
IL,ILLINOIS,1716020,Galatia CUSD 1,01911,Galatia High School,171602001911,0,0,0,0,171602001911,High,118.0,13.5,13.5,0.0,13.5,607722.0,27.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1716050,Galena USD 120,01912,Galena High School,171605001912,0,0,0,0,171605001912,High,244.0,20.0,20.0,0.0,18.0,1194153.64,56.0,0.0,-18.0,1.0,2.0,1.0,10.0,21.0
IL,ILLINOIS,1716080,Galesburg CUSD 205,01923,Galesburg High School,171608001923,0,0,0,0,171608001923,High,1264.0,89.0,89.0,0.0,89.0,5337443.0,268.0,0.0,-18.0,1.0,6.0,1.0,13.0,75.0
IL,ILLINOIS,1716140,Galva CUSD 224,01939,Galva Jr-Sr High School,171614001939,0,0,0,0,171614001939,High,230.0,18.0,18.0,0.0,18.0,867919.68,39.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1716260,Gardner S Wilmington Twp HSD 73,01942,Gardner-South Wilmington Twp H S,171626001942,0,0,0,0,171626001942,High,197.0,17.5,17.5,0.0,16.5,692050.33,55.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1716350,Geneseo CUSD 228,01948,Geneseo High School,171635001948,0,0,0,0,171635001948,High,844.0,51.28,51.28,0.0,51.28,2562677.55,228.0,0.0,-18.0,1.0,9.0,1.0,167.0,202.0
IL,ILLINOIS,1716380,Geneva CUSD 304,01955,Geneva Community High School,171638001955,0,0,0,0,171638001955,High,1958.0,124.2,124.2,0.0,124.2,9303873.29,439.0,0.0,-18.0,1.0,17.0,1.0,51.0,193.0
IL,ILLINOIS,1716410,Genoa Kingston CUSD 424,01960,Genoa-Kingston High School,171641001960,0,0,0,0,171641001960,High,555.0,36.0,36.0,0.0,28.0,1732458.0,142.0,0.0,-18.0,1.0,6.0,1.0,95.0,52.0
IL,ILLINOIS,1716680,Gillespie CUSD 7,01971,Gillespie High School,171668001971,0,0,0,0,171668001971,High,361.0,20.55,20.55,0.0,20.0,1402538.0,80.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1716830,Glenbard Twp HSD 87,01988,Glenbard East High School,171683001988,0,0,0,0,171683001988,High,2312.0,144.83,144.83,0.0,119.88,13246827.0,626.0,0.0,-18.0,1.0,26.0,1.0,639.0,505.0
IL,ILLINOIS,1716830,Glenbard Twp HSD 87,01989,Glenbard North High School,171683001989,0,0,0,0,171683001989,High,2244.0,137.43,137.43,0.0,111.51,12241086.0,569.0,0.0,-18.0,1.0,24.0,1.0,628.0,547.0
IL,ILLINOIS,1716830,Glenbard Twp HSD 87,01990,Glenbard South High School,171683001990,0,0,0,0,171683001990,High,1186.0,74.45,74.45,0.0,56.25,6417113.0,312.0,0.0,-18.0,1.0,17.0,1.0,412.0,356.0
IL,ILLINOIS,1716830,Glenbard Twp HSD 87,01991,Glenbard West High School,171683001991,0,0,0,0,171683001991,High,2408.0,139.3,139.3,0.0,119.41,12268181.0,667.0,0.0,-18.0,1.0,29.0,1.0,1203.0,1103.0
IL,ILLINOIS,1717340,Grant CHSD 124,02050,Grant Community High School,171734002050,0,0,0,0,171734002050,High,1797.0,97.0,97.0,0.0,92.0,6668514.22,513.0,0.0,-18.0,1.0,13.0,1.0,294.0,246.0
IL,ILLINOIS,1717370,Grant Park CUSD 6,02052,Grant Park High School,171737002052,0,0,0,0,171737002052,High,180.0,16.0,16.0,0.0,14.0,2333141.0,45.0,0.0,-18.0,1.0,4.0,1.0,22.0,28.0
IL,ILLINOIS,1717550,Grayslake CHSD 127,02057,Grayslake Central High School,171755002057,0,0,0,0,171755002057,High,1337.0,94.6,94.6,0.0,94.6,7677403.46,359.0,0.0,-18.0,1.0,20.0,1.0,449.0,457.0
IL,ILLINOIS,1717550,Grayslake CHSD 127,05623,Grayslake North High School,171755005623,0,0,0,0,171755005623,High,1459.0,103.6,103.6,0.0,103.6,8136677.14,368.0,0.0,-18.0,1.0,22.0,1.0,466.0,462.0
IL,ILLINOIS,1717580,Grayville CUSD 1,02058,Grayville Jr Sr High School,171758002058,0,0,0,0,171758002058,High,149.0,14.25,14.25,0.0,14.24,623917.0,27.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1717670,Greenfield CUSD 10,02064,Greenfield High School,171767002064,0,0,0,0,171767002064,High,123.0,13.75,13.75,0.0,13.5,618345.5,33.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1717700,Greenview CUSD 200,02065,Greenview Jr/Sr High School,171770002065,0,0,0,0,171770002065,High,113.0,10.0,10.0,0.0,10.0,308000.0,14.0,0.0,-18.0,1.0,1.0,1.0,5.0,0.0
IL,ILLINOIS,1717730,Bond County CUSD 2,02067,Bond Cty Comm Unit 2 High School,171773002067,0,0,0,0,171773002067,High,507.0,32.3,32.3,0.0,26.3,1428259.45,144.0,0.0,-18.0,1.0,4.0,1.0,22.0,16.0
IL,ILLINOIS,1717790,Griggsville-Perry CUSD 4,02073,Griggsville-Perry High School,171779002073,0,0,0,0,171779002073,High,93.0,10.0,10.0,0.0,10.0,505078.2,19.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1718030,Hall HSD 502,02082,Hall High School,171803002082,0,0,0,0,171803002082,High,430.0,35.0,35.0,0.0,29.0,1633612.16,112.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1718060,Hamilton CCSD 328,02084,Hamilton Jr/Sr High Sch,171806002084,0,0,0,0,171806002084,High,267.0,21.0,21.0,0.0,21.0,754723.09,34.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1718180,Calhoun CUSD 40,02089,Calhoun High School,171818002089,0,0,0,0,171818002089,High,131.0,14.0,14.0,0.0,14.0,526898.04,34.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1718200,Hardin County CUSD 1,04400,Hardin County High School,171820004400,0,0,0,0,171820004400,High,181.0,10.5,10.5,0.0,10.5,462919.0,40.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1718240,Harlem UD 122,02100,Harlem High School,171824002100,0,0,0,0,171824002100,High,1620.0,118.3,118.3,0.0,109.0,7420595.85,520.0,0.0,-18.0,1.0,11.0,1.0,306.0,289.0
IL,ILLINOIS,1718270,Harrisburg CUSD 3,02113,Harrisburg High School,171827002113,0,0,0,0,171827002113,High,512.0,34.0,34.0,0.0,34.0,1774376.26,106.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1718390,Hartsburg Emden CUSD 21,02123,Hartsburg-Emden Jr-Sr High School,171839002123,0,0,0,0,171839002123,High,137.0,15.0,15.0,0.0,15.0,598715.39,17.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0
IL,ILLINOIS,1718420,Harvard CUSD 50,02125,Harvard High School,171842002125,0,0,0,0,171842002125,High,715.0,63.65,63.65,0.0,52.65,2771021.29,161.0,0.0,-18.0,1.0,3.0,1.0,21.0,32.0
IL,ILLINOIS,1718510,Havana CUSD 126,02143,Havana High School,171851002143,0,0,0,0,171851002143,High,276.0,25.75,25.0,0.75,20.0,1005620.0,63.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1718810,Herrin CUSD 4,02161,Herrin High School,171881002161,0,0,0,0,171881002161,High,734.0,40.0,40.0,0.0,40.0,2288539.67,182.0,0.0,-18.0,1.0,3.0,1.0,19.0,31.0
IL,ILLINOIS,1718840,Herscher CUSD 2,02170,Herscher High School,171884002170,0,0,0,0,171884002170,High,537.0,36.0,36.0,0.0,36.0,1468771.07,144.0,0.0,-18.0,1.0,5.0,1.0,65.0,46.0
IL,ILLINOIS,1718870,Heyworth CUSD 4,02174,Heyworth Jr-Sr High School,171887002174,0,0,0,0,171887002174,High,389.0,26.5,26.5,0.0,23.5,1578414.99,73.0,0.0,-18.0,1.0,1.0,1.0,12.0,12.0
IL,ILLINOIS,1718990,Highland CUSD 5,02179,Highland High School,171899002179,0,0,0,0,171899002179,High,909.0,51.0,51.0,0.0,43.0,2692570.24,366.0,0.0,-18.0,1.0,11.0,1.0,224.0,57.0
IL,ILLINOIS,1719080,Twp HSD 113,02193,Deerfield High School,171908002193,0,0,0,0,171908002193,High,1651.0,113.0,113.0,0.0,105.48,12199614.38,82.0,0.0,-18.0,1.0,25.0,1.0,509.0,563.0
IL,ILLINOIS,1719080,Twp HSD 113,02194,Highland Park High School,171908002194,0,0,0,0,171908002194,High,2034.0,145.0,145.0,0.0,126.12,14525017.26,668.0,0.0,-18.0,1.0,24.0,1.0,696.0,535.0
IL,ILLINOIS,1719200,Hillsboro CUSD 3,02206,Hillsboro High School,171920002206,0,0,0,0,171920002206,High,524.0,27.87,27.87,0.0,27.87,1527292.52,133.0,0.0,-18.0,1.0,3.0,0.0,-18.0,9.0
IL,ILLINOIS,1719260,Hinckley Big Rock CUSD 429,02213,Hinckley-Big Rock High School,171926002213,0,0,0,0,171926002213,High,213.0,18.21,18.21,0.0,16.0,812366.94,60.0,0.0,-18.0,1.0,4.0,1.0,19.0,26.0
